audience1,audience2,audience3,audience4,contributor1id,contributor1name,contributor1role,contributor2id,contributor2name,contributor2role,contributor3id,contributor3name,contributor3role,contributor4id,contributor4name,contributor4role,creator1id,creator1name,format1,language1,licenseCondition1,publicationType1,publicationVersion1,publishDate1,publisher1,publisher2,repoName,resourceIdentifier1,resourceIdentifier2,source1,source2,subject10key,subject10value,subject11key,subject11value,subject12key,subject12value,subject13key,subject13value,subject14key,subject14value,subject15key,subject15value,subject16key,subject16value,subject17key,subject17value,subject18key,subject18value,subject19key,subject19value,subject1key,subject1value,subject20key,subject20value,subject2key,subject2value,subject3key,subject3value,subject4key,subject4value,subject5key,subject5value,subject6key,subject6value,subject7key,subject7value,subject8key,subject8value,subject9key,subject9value,title1
,,,,,,,,,,,,,,,,983203,ARTURO VALENCIA ISLAS,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/doctoralThesis,,2015,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/np193b46k,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,El descarrilamiento de un sueño: historia de los Ferrocarriles Nacionales de México 1920-1949
,,,,,,,,,,,,,,,,946123,GABRIELA VILLANUEVA NORIEGA,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/doctoralThesis,,2015,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/h989r4480,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,El barroco hispánico en Inglaterra: proyección presencia e influjo de la literatura de España en el siglo XVII inglés
,,,,,,,,,,,,,,,,868063,JORGE ABRAHAM ZEPEDA CORDERO,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/doctoralThesis,,2015,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/dn39x2680,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,Las realizaciones del modelo del caballero en el Cancionero de Jorge Manrique: tipos y funciones poéticas y sociales
,,,,,,,,,,,,,,,,860321,CARLOS IVANHOE GIL BURGOIN,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/doctoralThesis,,2016,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/70795896j,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,Problemas fonológicos del kumiai de San José de la Zorra: segmentos sílabas y acento
,,,,,,,,,,,,,,,,839471,EMILIANO GOPAR OSORIO,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/doctoralThesis,,2016,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/sf2686299,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,Función dramática de la narración mimética en las Ocho comedias de Cervantes: Emiliano Gopar Osorio director de tesis Aurelio González
,,,,,,,,,,,,,,,,938978,ANGELICA LOPEZ PLAZA,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/doctoralThesis,,2016,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/3197xn450,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,Taller (1938-1941): diálogos políticos y poéticos entre escritores mexicanos y exiliados españoles
,,,,,,,,,,,,,,,,3023439,Liset Turiño Ramos,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/masterThesis,,2007,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/pr76f4854,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,Oficios degradantes acciones purificantes: marginación social en el teatro Nô
,,,,,,,,,,,,,,,,842337,TANIA PAOLA HERNANDEZ HERNANDEZ,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/masterThesis,,2008,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/5425kc05x,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,La traducción de los títulos de los editoriales de Le Monde Diplomatique en las ediciones española argentina e inglesa
,,,,,,,,,,,,,,,,3023419,Virgilia Aguirre Alvarez,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/masterThesis,,2009,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/4b29b7437,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,La terminología traductológica desde una perspectiva sociocognitiva
,,,,,,,,,,,,,,,,830183,LUIS ANTONIO BECERRA SORIA,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/masterThesis,,2009,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/5m60qt025,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,La resurrección de las luciérnagas: adaptación del mensaje ideológico en la animación de Takahata Isao Hotaru no haka basada en la novela de Nosaka Akiyuki del mismo nombre
,,,,,,,,,,,,,,,,830426,FÁTIMA MARESA CASTRO RODRÍGUEZ,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/masterThesis,,2009,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/7h149r290,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,Imágenes contrastantes de la mujer en el cine de terror y el arte contemporáneo femenino japonés
,,,,,,,,,,,,,,,,832558,MONICA GEORGINA CINCO BASURTO,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/masterThesis,,2009,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/0c483k565,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/5,CIENCIAS SOCIALES,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,La expulsión de chinos de los años treinta y la repatriación de chino mexicanos de 1960
,,,,,,,,,,,,,,,,830191,JESUS FRANCISCO CHAIREZ GARZA,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/masterThesis,,2009,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/gq67js507,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,Entre la historia la modernidad y la religión: Dr. B. R. Ambedkar
,,,,,,,,,,,,,,,,960147,GABRIELA CRUZ LINARES,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/masterThesis,,2009,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/7d278v24c,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,Aceptación de tecnologías de la información en la práctica laboral: el caso de la Biblioteca Daniel Cosío Villegas de El Colegio de México
,,,,,,,,,,,,,,,,831780,VÍCTOR MANUEL ELÍAS MIRANDA,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/masterThesis,,2009,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/pk02cb908,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,La política exterior de China en el marco de su seguridad energética y su relación con los países productores de petróleo del Golfo Pérsico
,,,,,,,,,,,,,,,,830187,ROBERTO EDUARDO GARCÍA FERNÁNDEZ,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/masterThesis,,2009,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/f7623f02k,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,Estrategias de conversión y sometimiento en las leyendas de Asoka en el Divyavadana
,,,,,,,,,,,,,,,,2231354,MOISES GARDUÑO GARCIA,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/masterThesis,,2009,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/1g05fc758,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,info:eu-repo/classification/cti/5,CIENCIAS SOCIALES,,,,,,,,,,,,,,,Las fuerzas armadas de la República Islámica de Irán: una aproximación a su historia ideología y armamento estratégico
,,,,,,,,,,,,,,,,831755,ANABEL ALEJANDRA SOLEDAD JIMENEZ TOVAR,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/masterThesis,,2009,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/w6634497z,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,Uygurlar entre China y Asia Central: visiones de nación y experiencias transfronterizas en el Turkestán contemporáneo
,,,,,,,,,,,,,,,,2231512,YUNUEN YSELA MANDUJANO SALAZAR,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/masterThesis,,2009,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/cv43nz239,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,info:eu-repo/classification/cti/5,CIENCIAS SOCIALES,,,,,,,,,,,,,,,El mercado de IDOL varones en Japón 1999-2008: caracterización de la oferta a través del estudio de un caso representativo
,,,,,,,,,,,,,,,,3023389,Ana Laura Mar González,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/masterThesis,,2009,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/1v53jz24t,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,Estudio de la conducta informativa de un grupo de doctorantes en El Colegio de México
,,,,,,,,,,,,,,,,831854,CELSO MARTINEZ MUSIÑO,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/masterThesis,,2009,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/h702q7655,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,Los flujos de información en la administración del conocimiento: diagnóstico en una organización de servicios de consultoría en tecnologías de información
,,,,,,,,,,,,,,,,3023298,Rosalba Marisol Martínez Guerrero,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/masterThesis,,2009,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/zk51vj18v,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,Los investigadores reconocidos por el sistema nacional de investigación en bibliotecología hasta 2008: un análisis de redes sociales
,,,,,,,,,,,,,,,,991372,NOELI MOREJON SOTOLONGO,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/masterThesis,,2009,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/3r074w31n,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/5,CIENCIAS SOCIALES,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,La nación india: sus imaginarios de representación visual
,,,,,,,,,,,,,,,,831759,EDGAR RENE PACHECO MARTINEZ,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/masterThesis,,2009,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/n296x045j,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,El cuerpo del rey: variaciones en la representación del cuerpo del monarca en el Mahãbhãrata
,,,,,,,,,,,,,,,,831550,MARIA ELVIRA RIOS PEÑAFIEL,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/masterThesis,,2009,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/m326m286z,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,Bodhisattva Guanyin: estudio sobre cómo conciben las devotas su encuentro con la imagen de Guanyin
,,,,,,,,,,,,,,,,935957,ROSA JIMENA REY LOAIZA,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/masterThesis,,2009,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/x920fz30h,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,La biblioteca de prisión en dos centros de readaptación social del Distrito Federal
,,,,,,,,,,,,,,,,831211,SERGIO ARMANDO RENTERÍA ALEJANDRE,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/masterThesis,,2009,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/kk91fm90z,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,El Cārucaryā de Ksemendra: un afable comportamiento
,,,,,,,,,,,,,,,,3023472,Sabina Trigueros Ordiales,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/masterThesis,,2009,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/sj139336z,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,Traducción comentada de The Tragicall Historie of Doctor Faustus (Texto A) de Christopher Marlowe
,,,,,,,,,,,,,,,,921992,ITZEL VALLE PADILLA,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/masterThesis,,2009,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/00000159w,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,Identidades juveniles de Harajuku y su respresentación fotográfica en la Revista Fruits
,,,,,,,,,,,,,,,,3023311,Ricardo Vargas Posada,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/masterThesis,,2009,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/5999n482j,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,La traducción de Calila y Dimna al castellano medieval: adecuaciones temáticas e ideológicas de un texto árabe al contexto cristiano del siglo XIII
,,,,,,,,,,,,,,,,831763,FERNANDO VILLASEÑOR RODRIGUEZ,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/masterThesis,,2009,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/t148fj49d,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,La asimilación de la tradición romano-germánica y su efecto en el modelo de familia (Ie) japonés
,,,,,,,,,,,,,,,,3023422,Daniela Alarcón Gutiérrez,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/masterThesis,,2011,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/3r074w32x,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,Perfil de competencias del bibliotecario de control de autoridades de nombres personales: el caso del sistema de bibliotecas de la Universidad Autónoma de San Luis Potosí
,,,,,,,,,,,,,,,,3023310,María Del Rocio Bernáldez Gómez,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/masterThesis,,2011,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/4t64gp50q,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,La reescritura del Orlando: Borges traduce a Woolf
,,,,,,,,,,,,,,,,920384,JESUS CISNEROS HERRERA,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/masterThesis,,2011,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/3197xn468,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,Estudio comparativo de tres traducciones al español del texto de Freud: Die Verdrängung [1915] con una nueva traducción
,,,,,,,,,,,,,,,,948822,LIZZETTE MAILY CORZO TREJO,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/masterThesis,,2011,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/sj1393377,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,Gandhi y la verdad sobre el cuerpo: salud dieta y sexualidad
,,,,,,,,,,,,,,,,943105,VERONICA CLAUDIA CUEVAS LUNA,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/masterThesis,,2011,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/ht24wk458,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,Lujo salud y traducción: estrategias argumentativas en la traducción de la publicidad dirigida a las mujeres
,,,,,,,,,,,,,,,,3023412,Alexa Milley Gómez Restrepo,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/masterThesis,,2011,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/xs55md280,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,Comportamiento informativo en el uso de las bases de datos bibliográficos de los tesistas en El Colegio de México
,,,,,,,,,,,,,,,,949686,MARIA LUISA GARCIA FERNANDEZ,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/masterThesis,,2011,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/pv63g1690,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,La imagen de Bhârat Mâtâ: una deidad nacionalista en su contexto iconográfico
,,,,,,,,,,,,,,,,849791,ANSELMO HERNANDEZ QUIROZ,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/masterThesis,,2011,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/0p0968212,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,Estudio del concepto de la mente (manas) en el Yoga-Vasistha
,,,,,,,,,,,,,,,,873818,AMADA JIMENA MARTINEZ SANCHEZ,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/masterThesis,,2011,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/g732db184,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/5,CIENCIAS SOCIALES,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,Movimientos agrarios transnacionales y el movimiento social por la reforma agraria en Indonesia
,,,,,,,,,,,,,,,,928916,LEONOR CRISTINA RESTREPO ARANGO,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/masterThesis,,2011,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/jh343t636,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,Producción científica de los profesores investigadores del Centro de Estudios Históricos de El Colegio de México integrantes del Sistema Nacional de Investigadores
,,,,,,,,,,,,,,,,887541,ADRIANA SUAREZ SANCHEZ,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/masterThesis,,2011,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/xs55md298,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,El lenguaje de la indización y el lenguaje de la búsqueda por temas: implicaciones de su encuentro en la recuperación temática : análisis en el catálogo de la Biblioteca Daniel Cosío Villegas
,,,,,,,,,,,,,,,,846106,SANDRA VALENZUELA ARELLANO,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/masterThesis,,2011,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/z603qz88b,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,Me atrevo a cruzar un caballo con una vaca: la integración de opuestos como base conceptual en la obra de Zhang Hongtu
,,,,,,,,,,,,,,,,3023444,María Luisa Bocanegra Esqueda,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/masterThesis,,2012,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/c534fq61w,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,La lectura en tiempos del texto electrónico: un estado del arte sobre las prácticas de la lectura
,,,,,,,,,,,,,,,,847083,MANUEL CISNEROS CASTRO,,spa,http://creativecommons.org/licenses/by-nc-nd/4.0,info:eu-repo/semantics/masterThesis,,2012,El Colegio de México A.C.,,COLECCIONES DIGITALES COLMEX,http://repositorio.colmex.mx/concern/generic_works/7d278v26x,,,,,,,,,,,,,,,,,,,,,,,,info:eu-repo/classification/cti/4,HUMANIDADES Y CIENCIAS DE LA CONDUCTA,,,,,,,,,,,,,,,,,,,Análisis del narrador de El Biombo del Infierno de Akutagawa Ryūnosuke de su papel en la historia y de su forma de presentar los personajes
