Title,File Name,Repo_name,creator,identifier,Date,language_correcto,Grado,Centro,Programa,Publisher,Subject Conacyt,Subject Conacyt 2,Tema - Especialización,Subject,Audience 1,Audience 2
Coaliciones legislativas en presidencialismos multipartidistas: una comparación entre México y Brasil,2014_stevens_ld.pdf,2014_stevens_ld.pdf,"Stevens León, Laura Daniela",2187,2014,,Maestro en Ciencia Política,Centro de Estudios Internacionales,,El Colegio de México A.C.,5,,,Brasil,Researchers,Students
La participación social para la preservación de los recursos hídricos: lecciones del Comité Técnico de Aguas Subterráneas del acuífero interestatal Ojocaliente-Aguascalientes-Encarnación,2016_valdivia_s.pdf,2016_valdivia_s.pdf,"Valdivia Oseguera, Sofía",2191,2016,,Maestro en Ciencia Política,Centro de Estudios de Internacionales,,El Colegio de México A.C.,5,,,México,Researchers,Students
"Héroes, víctimas y villanos: los yakuza y sus imágenes en el cine japónes",2015_maurer_p.pdf,2015_maurer_p.pdf,"Maurer Escobar, Patrick",2192,2015,,Maestro en Estudios de Asia y África,Centro de Estudios de Asia y Africa,,El Colegio de México A.C.,4,,Japón,"Fukasaku, Kinji",Researchers,Students
De Gujarat a India: análisis de la trayectoria política y candidatura a primer ministro de Narendra Modi,2015_moreno_dy.pdf,2015_moreno_dy.pdf,"Moreno Hernández, Dulce Yocelyn",2194,2015,,Maestro en Estudios de Asia y África,Centro de Estudios de Asia y África,,El Colegio de México A.C.,5,,Sur de Asia,"Modi, Narendra",Researchers,Students
"Política, legalidad y ambigüedad: orígenes y surgimiento del Programa de Atención a Conflictos Sociales en el Medio Rural (2000-2012)",2016_ruy_s.pdf,2016_ruy_s.pdf,"Ruy Sánchez de Orellana, Santiago",2200,2016,,Maestro en Ciencia Política,Centro de Estudios Internacionales,,El Colegio de México A.C.,5,,,Programa de Atención a Conflictos Sociales en el Medio Rural (México),Researchers,Students
"Alternancias en enclaves autoritarios: PRI, oposición y democracia en los estados : elecciones de gobernador en Durango, Hidalgo, Oaxaca, Puebla y Sinaloa en 2010",2015_petersen_g.pdf,2015_petersen_g.pdf,"Petersen Cortés, Germán",2208,2015,,Maestro en Ciencia Política,Centro de Estudios Internacionales,,El Colegio de México A.C.,5,,,Partido Revolucionario Institucional,Researchers,Students
Procesos de separación de mujeres en contextos de violencia conyugal en Michoacán: trayectorias desde la agencia,2014_villanueva_em.pdf,2014_villanueva_em.pdf,"Villanueva Gutiérrez, Eva María",2210,2014,,Maestro en Estudios de Género,Centro de Estudios Sociológicos,Programa Interdisciplinario de Estudios de la Mujer,El Colegio de México A.C.,5,,,Abuso de la esposa,Researchers,Students
La lógica de la violencia criminal en Guerrero 2002-2012: un estudio de caso,2016_pantoja_jc.pdf,2016_pantoja_jc.pdf,"Pantoja García, Juan Camilo",2214,2016,,Maestro en Ciencia Política,Centro de Estudios Internacionales,,El Colegio de México A.C.,5,,,Crimen organizado,Researchers,Students
"Padres en suspenso: proceso de decisión, significados y prácticas de paternidad de algunos varones gay de la Ciudad de México",2014_giraldo_s.pdf,2014_giraldo_s.pdf,"Giraldo Aguirre, Sebastián",2215,2014,,Maestro en Estudios de Género,Centro de Estudios Sociológicos,Programa Interdisciplinario de Estudios de la Mujer,El Colegio de México A.C.,5,,,Adopción,Researchers,Students
Heterogeneidad de la Zona Metropolitana del Valle de México: una mirada a la convivencia entre estratos socioeconómicos en los ámbitos residenciales y escolar,2015_yong_am.pdf,2015_yong_am.pdf,"Yong Solís, Alexys Montserrat",2222,2015,,Maestro en Estudios Urbanos,"Centro de Estudios Demográficos, Urbanos y Ambientales",,El Colegio de México A.C.,5,,,Clases sociales,Researchers,Students
Las denuncias por violación sexual en México: un análisis desde una perspectiva de políticas de desarrollo y desorganización social,2015_stanley_t.pdf,2015_stanley_t.pdf,"Stanley, Terra Leandrea",2227,2015,,Maestro en Ciencia Política,Centro de Estudios Internacionales,,El Colegio de México A.C.,5,,,Estructura social,Researchers,Students
Incertidumbre y traducción: A piece of monologue y Solo de Samuel Beckett,2014_gonzalez_o.pdf,2014_gonzalez_o.pdf,"González Kahn, Orly",2233,2014,,Maestro en Traducción,Centro de Estudios Lingüísticos y Literarios,,El Colegio de México A.C.,4,,,"Beckett, Samuel",Researchers,Students
"Lo personal es político y también artístico: el arte feminista en la Ciudad de México, 1968-1993",2014_monraz_h.pdf,2014_monraz_h.pdf,"Monraz Delgado, Hilda",2234,2014,,Maestro en Estudios de Género,Centro de Estudios Sociológicos,Programa Interdisciplinario de Estudios de la Mujer,El Colegio de México A.C.,5,,,Feminismo,Researchers,Students
"¿Qué es el poder?: un análisis del concepto de poder en las obras de Thomas Hobbes, Max Weber, Hannah Arendt y Michel Foucault",2015_besserer_as.pdf,2015_besserer_as.pdf,"Besserer Rayas, Andrés Sebastián",2240,2015,,Licenciado en Relaciones Internacionales,Centro de Estudios Internacionales,,El Colegio de México A.C.,5,,,"Arendt, Hannah",Researchers,Students
Representaciones sobre el espacio en los conflictos territoriales urbanos: la Merced en el contexto del Programa de Rescate Integral,2015_vera_j.pdf,,"Vera Alpuche, Jaime",2251,2015,,Maestro en Estudios Urbanos,"Centro de Estudios Demográficos, Urbanos y Ambientales",,El Colegio de México A.C.,5,,,Mercados,Researchers,Students
"Crisis humanitaria, intereses políticos y vacíos institucionales: las respuestas del Estado mexicano y el Alto Comisionado de las Naciones Unidas para los refugiados, ACNUR, al desplazamiento forzado por la violencia criminal en el Triángulo Norte de Centroamérica",2015_gonzalez_e.pdf,2015_gonzalez_e.pdf,"González González, Emilio",2256,2015,,Maestro en Ciencia Política,Centro de Estudios Internacionales,,El Colegio de México A.C.,5,,,Alto Comisionado de las Naciones Unidas para los Refugiados,Researchers,Students
La violencia estatal en las entidades federativas mexicanas (2008-2014): la influencia de la democracia electoral y las capacidades estatales,2016_perez_me.pdf,2016_perez_me.pdf,"Pérez Aguirre, Manuel",2258,2016,,Maestro en Ciencia Política,Centro de Estudios Internacionales,,El Colegio de México A.C.,5,,,Democracia,Researchers,Students
La representación de los sueños por medio de la animación japonesa: Paprika de Kon Satoshi,2015_vargas_m.pdf,2015_vargas_m.pdf,"Vargas Jiménez, María",2261,2015,,Maestro en Estudios de Asia y África,Centro de Estudios de Asia y Africa,,El Colegio de México A.C.,4,,Japón,Papikra (Película cinematográfica),Researchers,Students
Lengua y poder: la política lingüística de la India en torno al hindi,2015_botto_j.pdf,2015_botto_j.pdf,"Botto, Justina",2262,2015,,Maestro en Estudios de Asia y África,Centro de Estudios de Asia y África,,El Colegio de México A.C.,4,,Sur de Asia,Hindi,Researchers,Students
Consumo interno chino: cambios en el patrón del consumo privado y su impacto en la transformación a una economía más balanceada,2015_bucher_gcm.pdf,2015_bucher_gcm.pdf,"Bucher Suárez, Greta Carolina María",2265,2015,,Maestro en Estudios de Asia y África,Centro de Estudios de Asia y África,,El Colegio de México A.C.,5,,China,Consumo (Economía),Researchers,Students
"Coaliciónes discursivas sobre energías renovables en la política del cambio climático: caso de la Ciudad de México, 2004-2014",2015_lopez_kj.pdf,2015_lopez_kj.pdf,"López Nava, Karla Joana",2272,2015,,Maestro en Estudios Urbanos,"Centro de Estudios Demográficos, Urbanos y Ambientales",,El Colegio de México A.C.,5,,,Cambios climáticos,Researchers,Students
Hadaka Matsuri: estudio de los conceptos de pureza e impureza al interior de un festival japonés,2016_maciel_j.pdf,2016_maciel_j.pdf,"Maciel Molinar, Janaina",2281,2016,,Maestro en Estudios de Asia y África,Centro de Estudios de Asia y África,,El Colegio de México A.C.,4,,Japón,Hadaka Matsuuri (festival),Researchers,Students
"China, el mundo pacífico y el encuentro con los misioneros: una propuesta de análisis desde la historia global (siglos XVI-XVIII)",2015_martinez_re.pdf,2015_martinez_re.pdf,"Martínez Esquivel, Ricardo Eugenio",2282,2015,,Maestro en Estudios de Asia y Africa,Centro de Estudios de Asia y África,,El Colegio de México A.C.,4,,Africa,Iglesia Católica,Researchers,Students
Redefiniendo los intereses de Estado: la modernización militar eje de la defensa nacional china,2015_picos_ma.pdf,2015_picos_ma.pdf,"Picos Benítez, Martín Alessandro",2284,2015,,Maestro en Estudios de Asia y África,Centro de Estudios de Asia y África,,El Colegio de México A.C.,5,,China,China,Researchers,Students
"Traslados relacionados con la provisión de cuidado en la Zona Metropolitana del Valle de México: la organización de los jefes del hogar y sus cónyuges, su dimensión espacial y temporal",2014_mendez_mf.pdf,2014_mendez_mf.pdf,"Méndez Hernández, Marcos Fernando",2286,2014,,Maestro en Demografía,"Centro de Estudios Demográficos, Urbanos y Ambientales",,El Colegio de México A.C.,5,,,Conyugés,Researchers,Students
Inclusión de la cultura pop adolescente en la promoción de la biblioteca pública: el caso de la Biblioteca Vasconcelos,2012_lopez_od.pdf,2012_lopez_od.pdf,"López Rocha, Omar Daniel",2289,2012,,Maestro en Bibliotecología,Biblioteca Daniel Cosío Villegas,Programa de Maestría en Bibliotecología,El Colegio de México A.C.,4,,,Biblioteca Vasconcelos (Ciudad de México),Researchers,Students
"Aproximación al tesauro del huipil triqui de San Andrés Chicahuaxtla, Putla Villa de Guerrero, Oaxaca",2012_mendez_pa.pdf,2012_mendez_pa.pdf,"Méndez Zapata, Patricia Alejandra",2290,2012,,Maestro en bibliotecología,Biblioteca Daniel Cosío Villegas,Programa de Maestría en Bibliotecología,El Colegio de México A.C.,4,,,Indios de México,Researchers,Students
La inversión extranjera directa como herramienta de ajuste industrial en Japón,2013_vega_r.pdf,2013_vega_r.pdf,"Vega Pérez, Ricardo",2293,2013,,Maestro en Estudios de Asia y Africa,Centro de Estudios de Asia y África,,El Colegio de México A.C.,5,,,Inversiones extranjeras,Researchers,Students
"Gestión intermunicipal para la provisión de servicios urbanos: agua potable, drenaje y saneamiento en la Zona Metropolitana de Xalapa",2013_ampudia_r.pdf,2013_ampudia_r.pdf,"Ampudia Ladrón de Guevara, Rebeca",2296,2013,,Maestro en Estudios Urbanos,Centro de Estudios Demográficos Urbanos y Ambientales,,El Colegio de México A.C.,5,,,Agua potable,Researchers,Students
La vivienda popular: ¿recurso para el trabajo extradoméstico femenino y la toma de decisiones?,2013_sanchez_ys.pdf,2013_sanchez_ys.pdf,"Sánchez Simiano, Yelida Sarai",2297,2013,,Maestro en Estudios Urbanos,"Centro de Estudios Demográficos, Urbanos y Ambientales",,El Colegio de México A.C.,5,,,Empleadas domésticas,Researchers,Students
Las estaciones espirituales: en la teología de Ibn Al-`Arab?,2013_winter_cb.pdf,2013_winter_cb.pdf,"Winter Guenther, Catherine Blair",2301,2013,,Maestro en Estudios de Asia y Africa,Centro de Estudios de Asia y África,,El Colegio de México A.C.,4,,Africa,"Al-Akbar, Al-Shaykh",Researchers,Students
"Sobre la no-emergencia de demandas reivindicativas y movimientos sociales por el agua: el caso de Mazatlán, Sinaloa",2013_kelly_lg.pdf,2013_kelly_lg.pdf,"Kelly Torreblanca, Luis Gustavo",2303,2013,,Maestro en Estudios Urbanos,"Centro de Estudios Demográficos, Urbanos y Ambientales",,El Colegio de México A.C.,5,,,Abastecimiento de agua,Researchers,Students
La política y la crisis económica en Europa del Sur: Grecia y Portugal,2013_gonzalez_sa.pdf,2013_gonzalez_sa.pdf,"González Serna, Sergio Armando",2304,2013,,Maestro en Ciencia Política,Centro de Estudios Internacionales,,El Colegio de México A.C.,5,,,Depreciación,Researchers,Students
Superflat: ¿vía de entrada al arte contemporáneo japonés?,2013_martinez_l.pdf,2013_martinez_l.pdf,"Martínez Oliver, Lisander",2313,2013,,Maestro en Estudios de Asia y África,Centro de Estudios de Asia y África,,El Colegio de México A.C.,4,,Japón,Artes japonesas,Researchers,Students
Dependencia del automóvil y fragmentación del espacio: un estudio comparativo del uso del auto en la zona central de la Ciudad de México y de la Ciudad de Montreal,2013_garduo_oj.pdf,2013_garduno_oj.pdf,"Garduño Arredondo, Oscar Javier",2317,2013,,Maestro en Estudios Urbanos,"Centro de Estudios Demográficos, Urbanos y Ambientales",,El Colegio de México A.C.,5,,,Automoviles,Researchers,Students
Diseño de exposiciones para bibliotecas,2012_ruiz_r.pdf,2012_ruiz_r.pdf,"Ruiz Ferráez, Roberto",2323,2012,,Maestro en Bibliotecología,Biblioteca Daniel Cosío Villegas,Programa de Maestría en Bibliotecología,El Colegio de México A.C.,4,,,Exposiciones en bibliotecas,Researchers,Students
La enseñanza superior femenina japonesa en la era Meiji: comparación entre una escuela pública y otra privada,2013_mompeller_y.pdf,2013_mompeller_y.pdf,"Mompeller Vázquez, Yiliana",2324,2013,,Maestro en Estudios de Asia y África,Centro de Estudios de Asia y Africa,,El Colegio de México A.C.,5,4,Japón,Educación,Researchers,Students
#Yosoy132: desarrollo y permanencia: perspectivas desde la zona metropolitana,2013_palacios_ae.pdf,2013_palacios_ae.pdf,"Palacios Canudas, Ana Elda",2326,2013,,Maestro en Ciencia Política,Centro de Estudios Internacionales,,El Colegio de México A.C.,5,,,Movimientos estudiantiles,Researchers,Students
La traducción del calligrammes: poémes de la Paix et de la guerre de Guillaume Apollinaire. Versión de tres poemas por Agustí Bartra y J. Ignacio Velázquez,2013_lerma_c.pdf,2013_lerma_c.pdf,"Lerma Hernández, Cynthia",2329,2013,,Maestro en Traducción,Centro de Estudios Lingüísticos y Literarios,,El Colegio de México A.C.,4,,,"Apollinaire, Guillaume",Researchers,Students
Mercantilización del espacio público y segregación social: la implementación de parquímetros en la ciudad de México como instrumento revanchista contra los franeleros,2013_reynoso_fj.pdf,2013_reynoso_fj.pdf,"Reynoso Arreola, Francisco José",2339,2013,,Maestro en Estudios Urbanos,"Centro de Estudios Demográficos, Urbanos y Ambientales",,El Colegio de México A.C.,5,,,Espacios públicos,Researchers,Students
"Vulnerabilidad frente a eventos hidrometerológicos en escenarios de cambio climático: las inundaciones en la ciudad de Xalapa, Veracruz",2013_hernandez_cb.pdf,2013_hernandez_cb.pdf,"Hernández Hernández, Claudia Berenice",2343,2013,,Maestro en Estudios Urbanos,"Centro de Estudios Demográficos, Urbanos y Ambientales",,El Colegio de México A.C.,5,,,Cambio global ambiental,Researchers,Students
Traducción y representaciones sociales: el tratamiento de la opinion extranjera en la prensa hispanoamericana entorno al ataque de las Torres gemelas en septiembre de 2001,2013_sanchez_am.pdf,2013_sanchez_am.pdf,"Sánchez Riaño, Adriana Marlén",2344,2013,,Maestro en Traducción,Centro de Estudios Lingüísticos y Literarios,,El Colegio de México A.C.,4,,,"Ataques terroristas del 11 de septiembre, 2001",Researchers,Students
Polaridad socioeconómica en el sector de servicios: un estudio sobre los trabajadores de la zona metropolitana de la ciudad de México en 2000,2013_garr_et.pdf,2013_garr_et.pdf,"Garr, Emily Therese",2345,2013,,Maestro en Estudios Urbanos,"Centro de Estudios Demográficos, Urbanos y Ambientales",,El Colegio de México A.C.,5,,,Industrias de servicios,Researchers,Students
Los valores tradicionales de género y la valoración de la sexualidad entre jóvenes de secundaria: un estudio de caso en tres secundarias de la Ciudad de México,2013_gonzalez_m.pdf,2013_gonzalez_m.pdf,"González González, Marisa",2352,2013,,Maestro en Demografía,"Centro de Estudios Demográficos, Urbanos y Ambientales",,El Colegio de México A.C.,5,,,Jóvenes,Researchers,Students
"Visión de traductor, visión de crítico: Luis Cernuda y la poesía inglesa del siglo XIX",2013_soberon_s.pdf,2013_soberon_s.pdf,"Soberón Chávez, Socorro",2362,2013,,Maestro en Traducción,Centro de Estudios Lingüísticos y Literarios,,El Colegio de México A.C.,4,,,"Cernuda, Luis",Researchers,Students
